,ID,reg1,reg2,reg3,reg4,home,chld,hinc,genf,wrat,avhv,incm,inca,plow,npro,tgif,lgif,rgif,tdon,tlag,agif,donr
1083,2133,0,1,0,0,0,2,4,1,9,153,31,43,7,86,225,14,10,17,3,9.83,0.0
465,1846,1,0,0,0,1,3,4,1,8,140,39,41,12,61,99,7,4,19,7,4.33,0.0
1732,6875,0,0,0,1,0,0,2,0,0,140,40,40,12,109,119,6,4,22,6,4.48,0.0
135,503,0,0,1,0,1,3,5,0,5,274,67,80,1,47,65,20,12,14,12,8.17,0.0
1884,3715,0,0,1,0,1,0,4,1,2,124,25,38,18,100,157,22,11,17,5,11.47,1.0
527,2104,0,1,0,0,1,1,3,1,8,166,42,52,2,35,60,23,35,16,6,18.77,1.0
389,807,1,0,0,0,1,0,7,1,8,143,21,40,34,101,202,48,21,16,9,21.37,1.0
2494,4979,1,0,0,0,1,3,3,1,8,178,24,41,14,64,175,17,9,21,5,5.84,0.0
1851,3650,0,0,1,0,1,0,4,0,8,141,20,39,19,57,93,9,7,13,6,7.31,1.0
3036,6042,0,1,0,0,1,3,4,0,6,233,48,65,1,34,58,21,16,22,5,17.61,1.0
114,427,0,0,0,1,1,4,1,0,3,115,14,28,59,31,44,17,12,12,6,10.65,0.0
3603,7176,1,0,0,0,1,1,4,1,9,123,24,34,20,49,94,74,50,14,3,26.41,1.0
845,1683,0,0,0,0,1,0,5,1,3,119,31,31,21,83,164,11,10,15,3,8.24,1.0
542,1126,1,0,0,0,1,2,4,1,8,173,52,66,1,46,86,14,8,37,3,14.27,0.0
3724,7461,0,1,0,0,1,0,4,1,4,132,34,47,8,11,31,6,9,19,3,5.23,1.0
91,206,0,1,0,0,0,0,5,0,8,119,19,25,40,34,59,19,10,21,4,14.58,0.0
3679,7358,0,0,0,1,1,4,6,1,4,177,76,76,4,105,126,28,20,20,4,20.16,0.0
1658,6534,1,0,0,0,0,4,4,1,9,101,14,25,46,58,97,23,19,37,3,10.77,0.0
3904,7845,0,1,0,0,1,1,4,0,8,208,47,53,4,68,135,65,27,8,7,13.94,1.0
1979,3912,0,1,0,0,1,0,5,1,8,161,95,95,3,32,62,8,7,25,7,6.24,1.0
3244,6473,0,0,0,0,1,2,4,0,9,178,46,46,9,52,75,68,31,22,4,18.69,0.0
3978,7991,0,0,0,1,1,1,7,1,8,231,44,53,9,36,71,25,12,39,3,7.71,0.0
3150,6285,0,0,0,0,1,1,4,1,8,247,70,76,3,79,95,35,20,22,13,10.68,0.0
917,3629,0,0,0,0,1,0,3,1,9,113,33,33,24,49,122,16,12,21,18,18.9,1.0
121,457,0,1,0,0,1,0,4,1,5,109,25,41,23,27,48,16,9,22,8,13.5,1.0
378,1454,0,0,0,0,1,0,4,0,8,179,29,58,13,40,74,10,5,18,6,6.74,1.0
2964,5894,0,1,0,0,1,1,4,1,6,309,91,91,2,30,67,25,20,14,5,11.97,1.0
3463,6906,0,1,0,0,1,3,4,1,9,135,17,51,21,117,270,13,13,16,4,7.17,1.0
2529,5044,0,0,0,1,1,0,6,1,9,121,20,30,36,70,77,29,28,18,5,22.44,1.0
347,1330,1,0,0,0,1,0,6,1,3,228,77,93,2,93,160,19,11,18,7,10.6,1.0
1676,3303,0,1,0,0,1,2,2,1,8,84,16,26,44,44,74,70,32,18,4,19.31,0.0
1048,2072,0,1,0,0,0,2,3,0,4,172,60,60,5,10,32,16,12,19,2,9.9,0.0
2949,5871,0,0,0,0,0,2,5,1,8,195,37,47,11,93,155,17,16,15,3,14.66,0.0
1960,3865,0,0,1,0,1,2,5,1,9,135,37,39,13,16,57,6,4,18,5,6.01,0.0
2530,5054,0,0,0,1,1,0,4,0,9,224,54,62,3,9,31,15,9,38,5,10.03,1.0
646,2579,1,0,0,0,1,0,4,1,8,201,22,48,9,61,76,24,21,17,5,14.61,1.0
920,3637,1,0,0,0,0,5,4,1,9,175,78,78,10,60,191,191,74,23,3,46.15,0.0
3939,7916,0,0,0,0,1,3,4,1,0,240,127,127,0,16,51,12,18,17,4,10.08,0.0
237,519,0,0,1,0,1,4,4,1,2,331,57,82,2,30,50,9,4,21,21,6.74,0.0
747,2942,0,0,1,0,1,0,5,1,9,199,37,44,12,93,327,23,17,18,11,7.49,1.0
541,2176,0,0,0,0,1,4,7,0,8,99,17,28,40,50,70,23,15,20,6,13.58,0.0
1133,2247,0,0,1,0,1,2,4,1,1,108,14,21,32,111,295,22,32,26,5,14.86,0.0
2880,5759,1,0,0,0,1,1,4,1,8,251,48,94,4,111,198,9,9,25,3,9.29,1.0
1805,3551,1,0,0,0,1,2,4,0,8,172,28,60,13,37,85,12,9,16,3,9.36,1.0
975,3851,0,0,0,0,1,0,2,1,1,152,32,44,23,60,144,12,15,21,8,12.23,0.0
163,351,1,0,0,0,1,4,5,0,8,294,57,81,4,76,162,15,10,39,12,9.59,0.0
544,2180,0,0,0,0,1,0,2,0,8,239,37,71,13,85,99,19,21,19,9,10.04,1.0
1722,6834,0,1,0,0,1,3,4,1,1,225,104,104,0,10,39,6,6,21,5,5.92,0.0
1664,6563,0,0,1,0,1,0,5,0,4,167,43,55,5,68,87,3,3,16,6,5.36,1.0
1049,4148,0,1,0,0,1,2,3,0,8,403,88,121,0,68,108,29,23,21,15,12.86,0.0
1830,7306,0,1,0,0,1,4,5,1,0,242,54,54,2,111,194,21,25,26,3,13.38,0.0
343,1313,0,1,0,0,1,0,2,0,9,143,27,39,18,110,165,5,3,22,7,5.51,1.0
265,573,1,0,0,0,1,1,4,1,0,116,34,47,17,30,53,13,11,15,8,7.57,0.0
2001,3957,1,0,0,0,1,2,4,1,9,106,27,31,24,92,232,128,39,13,4,29.34,1.0
1811,3563,1,0,0,0,1,1,4,1,8,249,54,54,7,60,94,15,11,15,11,5.26,0.0
3277,6532,0,0,0,1,1,3,5,0,8,107,23,27,17,31,59,18,15,17,6,6.57,0.0
1626,6410,0,1,0,0,1,3,4,1,9,191,34,45,6,111,228,44,39,14,5,18.23,0.0
2978,5928,0,1,0,0,1,0,3,0,8,252,65,78,3,15,46,10,13,23,3,11.01,1.0
1234,4848,0,0,0,0,1,0,4,0,1,60,9,28,72,39,54,5,6,38,7,6.07,0.0
2906,5808,0,0,0,1,1,2,5,1,8,185,35,53,9,85,158,13,7,21,6,9.45,0.0
307,1181,0,1,0,0,1,0,3,0,9,130,38,44,32,33,45,17,19,19,5,16.0,1.0
1514,5999,0,1,0,0,1,0,5,1,8,199,45,54,8,75,154,10,8,20,4,6.45,1.0
1428,2798,1,0,0,0,1,3,1,1,8,227,44,53,6,30,56,21,16,19,5,16.29,0.0
398,825,0,0,0,1,1,2,7,1,3,457,63,107,0,6,40,12,16,20,17,12.06,0.0
3964,7970,1,0,0,0,1,2,4,1,6,271,41,73,9,78,88,8,6,17,5,6.56,1.0
1022,4033,0,1,0,0,1,2,7,0,9,258,57,68,2,90,150,6,6,16,5,5.77,1.0
947,1874,0,0,0,0,1,2,4,1,8,147,20,51,28,74,95,39,22,40,7,19.95,0.0
3078,6121,0,1,0,0,1,2,4,0,8,154,28,37,7,16,41,6,6,17,3,4.92,1.0
3138,6253,0,1,0,0,1,2,4,1,8,156,69,69,4,82,79,36,21,19,5,16.38,1.0
1364,5384,1,0,0,0,1,0,4,1,9,94,19,33,39,89,168,18,25,15,4,13.54,1.0
1379,5428,1,0,0,0,1,0,3,0,8,172,36,53,12,53,109,6,3,23,5,3.6,1.0
1590,6291,0,1,0,0,1,0,4,1,0,296,57,62,2,50,103,13,17,19,6,8.85,1.0
1165,4607,0,0,0,1,1,0,5,1,9,105,30,39,21,29,63,24,16,14,6,11.51,1.0
3229,6434,0,1,0,0,1,0,5,1,8,97,14,27,38,76,206,25,15,10,7,13.25,1.0
10,33,0,0,1,0,0,1,4,0,2,128,29,35,15,69,78,60,47,18,4,23.81,0.0
1452,2852,0,0,0,1,1,1,3,0,1,223,59,61,2,53,63,9,10,13,12,5.24,0.0
593,1224,0,1,0,0,1,0,5,0,7,198,32,50,19,66,95,18,15,15,5,16.83,1.0
2725,5447,0,0,0,1,1,2,3,1,6,119,27,39,33,109,261,59,39,28,3,17.61,0.0
41,101,0,0,1,0,0,2,4,0,6,145,33,42,10,33,61,9,6,20,13,4.57,0.0
560,1166,0,1,0,0,1,2,3,1,8,341,81,81,1,19,49,6,6,18,4,5.73,1.0
848,3355,0,0,0,0,1,0,4,0,8,321,96,96,0,60,71,25,23,16,4,17.34,1.0
649,2584,0,0,1,0,1,2,4,1,9,183,49,54,10,102,106,15,8,23,6,8.12,1.0
489,1022,0,0,0,1,1,0,2,1,9,205,34,48,2,47,73,73,29,26,2,34.69,0.0
243,531,0,0,0,0,1,0,2,1,8,157,32,42,13,82,223,11,6,23,3,4.47,1.0
3172,6337,0,0,0,0,1,3,3,1,6,255,53,75,0,93,172,20,33,22,6,6.56,0.0
1339,2639,1,0,0,0,1,0,4,1,8,128,42,43,7,86,154,12,7,20,12,8.17,1.0
3936,7910,0,1,0,0,0,3,6,0,9,270,55,88,1,31,44,14,9,11,4,7.17,0.0
1181,4666,0,1,0,0,1,3,4,0,6,209,50,58,8,37,63,10,9,15,3,5.7,1.0
405,843,0,0,1,0,1,3,2,1,9,109,25,28,37,43,87,21,34,26,7,19.03,0.0
1442,2826,0,0,0,0,1,0,4,1,8,115,18,28,41,16,61,14,8,22,9,7.48,1.0
261,567,0,1,0,0,1,2,4,1,8,109,28,46,13,42,63,10,6,13,5,6.29,0.0
3912,7865,0,0,0,1,1,3,2,1,9,293,89,98,2,46,134,134,57,22,6,16.33,0.0
3537,7049,0,0,0,1,1,0,2,1,8,252,39,78,7,13,54,5,4,20,6,5.26,1.0
1485,5872,0,1,0,0,1,4,1,1,6,129,15,38,27,29,54,19,23,16,3,13.47,0.0
1689,3321,0,0,0,1,1,2,3,1,7,239,70,70,3,67,92,15,8,14,4,7.64,0.0
3478,6943,0,0,0,1,1,3,4,0,3,117,27,33,26,69,80,14,8,35,3,7.54,0.0
1725,3385,0,1,0,0,1,4,4,1,9,111,19,32,34,113,254,13,7,24,7,10.8,1.0
1203,2386,0,0,0,0,1,4,4,1,8,201,44,50,3,21,42,8,8,16,3,6.91,0.0
834,1665,0,0,0,1,1,3,4,0,5,170,31,44,24,47,86,20,5,7,14,10.42,0.0
1866,3684,0,0,1,0,1,4,4,0,8,118,24,57,31,119,146,11,9,22,4,11.05,0.0
2496,4981,0,1,0,0,1,0,5,1,4,240,46,105,2,77,204,15,10,23,7,10.58,1.0
3016,6006,0,0,0,0,1,2,3,0,6,201,39,65,4,11,41,7,6,18,6,4.74,0.0
528,2106,0,0,0,1,1,2,4,0,8,204,78,78,1,117,360,11,12,25,7,10.39,0.0
2010,3982,0,0,1,0,1,0,4,0,8,282,39,55,8,76,131,9,7,23,10,7.25,1.0
3931,7899,0,1,0,0,0,0,4,1,8,142,12,42,33,53,127,34,22,7,3,13.99,1.0
340,711,1,0,0,0,1,2,4,0,8,207,50,55,4,81,101,38,34,18,7,16.48,1.0
189,751,1,0,0,0,1,2,4,1,0,77,30,34,19,42,63,5,6,24,4,4.49,0.0
1601,3139,0,1,0,0,0,0,2,1,9,100,16,31,18,60,66,22,25,18,15,13.61,1.0
2796,5609,0,1,0,0,1,0,2,1,8,62,14,15,44,59,61,19,15,18,6,18.09,1.0
866,3423,0,0,0,0,1,3,4,0,3,105,14,33,58,64,94,42,25,17,6,12.8,0.0
1647,6482,0,0,1,0,1,2,1,1,5,125,29,30,28,76,104,11,5,11,7,5.92,0.0
480,1006,0,0,0,0,1,2,4,0,8,251,53,73,3,65,125,22,20,20,6,12.2,1.0
3725,7466,0,0,0,1,1,0,3,0,7,169,50,50,6,88,119,11,8,34,4,7.14,1.0
1293,5075,1,0,0,0,1,2,2,1,9,124,30,38,9,31,71,4,6,23,5,4.09,0.0
2785,5590,1,0,0,0,1,0,3,1,9,122,25,26,28,66,168,168,21,18,4,27.24,1.0
1523,2995,0,0,0,0,1,0,4,0,8,382,82,87,0,107,228,5,5,14,5,3.85,1.0
3621,7216,0,0,0,1,1,2,6,0,3,86,23,34,42,64,88,8,6,35,3,9.27,0.0
1332,5259,0,0,0,0,1,0,5,1,8,66,22,25,26,91,212,6,5,21,6,4.38,1.0
1337,5275,1,0,0,0,1,2,4,0,5,155,32,62,9,71,111,19,34,19,4,14.93,0.0
1577,6230,0,0,0,0,1,3,1,1,4,141,48,48,9,12,50,41,37,37,5,26.37,0.0
1661,6546,0,1,0,0,1,2,6,1,9,83,17,32,37,85,102,40,31,14,6,19.07,0.0
799,1610,1,0,0,0,0,2,2,1,4,90,18,29,35,109,336,11,14,19,5,14.35,0.0
1766,3463,0,0,0,0,1,2,5,1,9,222,46,55,13,123,154,10,6,18,5,12.34,0.0
1380,5437,0,0,0,1,1,3,4,1,8,79,12,34,27,71,86,6,8,12,5,5.36,0.0
3025,6022,1,0,0,0,1,2,5,1,8,215,75,75,5,101,173,14,5,19,3,10.07,1.0
2453,4895,0,1,0,0,1,3,4,1,8,266,52,68,11,59,70,7,6,16,4,5.15,1.0
89,325,0,0,0,1,1,0,6,1,9,127,34,34,19,99,225,53,27,16,4,34.04,1.0
756,2972,0,1,0,0,1,2,4,0,8,100,20,27,22,45,88,19,18,36,2,18.75,0.0
872,3447,0,1,0,0,1,1,3,0,9,212,22,57,19,62,253,253,80,19,5,28.67,0.0
3704,7418,0,0,0,0,1,3,5,1,8,182,44,73,6,86,84,17,12,22,6,13.72,0.0
1999,7941,0,1,0,0,1,2,4,1,8,218,33,64,8,54,131,17,11,26,5,7.34,0.0
363,756,1,0,0,0,1,0,4,1,8,285,112,112,1,104,191,15,21,16,9,11.77,1.0
1271,2505,0,0,0,0,1,3,4,1,8,199,17,60,27,87,203,16,14,12,8,10.27,0.0
2003,3962,0,1,0,0,1,1,3,0,9,117,33,42,22,83,152,93,27,7,5,20.93,0.0
1411,5540,0,0,0,1,1,2,6,0,2,126,34,35,14,125,279,19,20,35,24,13.82,0.0
262,1018,0,1,0,0,1,3,7,0,8,167,36,46,4,77,148,8,11,16,16,5.61,0.0
1640,6458,0,0,1,0,0,2,6,0,8,192,25,44,22,53,62,7,7,16,4,4.73,0.0
974,3847,0,1,0,0,0,2,7,0,9,201,40,62,7,52,100,18,15,18,4,7.36,0.0
347,722,1,0,0,0,1,2,2,0,2,124,21,40,27,68,80,11,5,12,8,12.32,0.0
3350,6682,0,1,0,0,1,2,2,0,8,230,28,59,26,57,90,9,8,15,4,4.72,1.0
797,3178,0,0,0,0,1,1,6,0,9,87,30,33,12,88,220,28,34,26,3,19.59,0.0
3613,7200,0,0,0,0,1,0,4,1,8,147,26,48,15,49,58,10,7,14,9,7.89,1.0
1556,6175,1,0,0,0,1,2,4,1,9,237,85,85,1,46,75,26,25,17,29,9.46,1.0
2562,5116,0,0,1,0,1,2,4,0,9,379,145,146,0,63,83,12,16,24,3,9.64,0.0
3027,6025,0,1,0,0,1,4,3,0,6,248,49,60,7,96,173,172,102,12,6,21.82,1.0
203,801,0,0,0,0,1,2,7,1,8,255,74,76,1,91,195,195,23,16,7,28.64,0.0
1515,6001,0,0,0,0,1,0,3,1,9,196,41,50,5,90,173,14,8,16,3,10.2,1.0
1423,2790,1,0,0,0,1,0,4,0,9,314,74,80,2,38,65,21,14,15,3,8.83,1.0
656,1362,0,1,0,0,1,4,4,0,8,313,70,97,0,49,65,24,19,20,8,13.55,1.0
3083,6131,0,0,1,0,1,3,4,1,5,278,56,88,1,24,52,40,27,13,7,16.9,0.0
1541,6126,1,0,0,0,1,3,7,1,0,360,91,98,0,110,153,20,14,23,4,14.89,0.0
2102,4166,1,0,0,0,1,0,3,1,8,234,54,70,1,29,75,15,11,19,4,10.27,1.0
632,1314,0,0,1,0,1,0,4,0,9,256,68,68,9,57,105,40,25,15,18,19.04,1.0
877,3467,0,0,1,0,0,2,1,1,9,144,40,40,17,113,164,24,22,26,5,23.28,0.0
2493,4978,0,1,0,0,1,1,5,1,9,105,19,27,32,44,68,7,6,19,7,7.55,1.0
2665,5332,0,1,0,0,1,0,3,1,9,90,25,30,27,57,97,31,20,13,3,7.72,1.0
355,1356,1,0,0,0,1,1,5,0,8,96,25,37,18,47,77,10,4,16,4,9.22,1.0
659,2626,0,0,0,0,1,2,4,1,2,104,30,39,13,41,57,13,8,23,6,9.37,0.0
420,1666,0,0,1,0,1,2,4,0,9,425,130,130,0,28,56,16,8,21,21,8.4,0.0
266,1033,0,1,0,0,1,0,7,1,8,245,69,98,1,61,82,13,13,36,9,6.15,0.0
2334,4672,0,0,0,0,1,0,3,1,9,106,18,40,11,78,110,20,24,15,7,10.84,1.0
3548,7071,0,1,0,0,1,3,4,1,0,219,31,82,4,70,118,37,24,29,4,8.28,0.0
610,2422,0,0,0,1,1,1,4,1,7,248,31,62,6,124,297,17,26,19,8,9.9,1.0
2500,4987,0,1,0,0,1,2,2,0,9,175,29,45,8,54,92,33,29,19,7,18.29,0.0
3619,7212,0,0,1,0,1,0,7,0,8,160,44,54,31,67,100,18,14,16,4,18.15,0.0
1465,2876,0,0,0,1,1,0,1,1,9,96,19,32,22,98,87,8,8,33,10,7.63,0.0
3940,7920,0,0,0,0,1,0,3,0,4,256,75,78,1,140,299,20,12,16,4,15.07,1.0
29,96,0,0,0,0,1,3,5,0,9,223,62,66,10,78,156,15,16,23,8,7.93,0.0
863,3414,0,0,0,0,1,2,4,1,7,210,52,52,2,53,90,13,8,13,4,8.84,0.0
115,251,0,1,0,0,1,3,4,0,9,144,20,33,41,56,85,35,21,17,2,14.07,1.0
1821,3586,0,1,0,0,1,2,1,1,8,207,50,50,5,72,128,15,12,19,7,12.62,0.0
1494,2941,0,0,0,1,1,2,4,1,9,163,30,38,18,64,97,23,28,17,4,16.59,1.0
2401,4787,0,0,0,0,1,0,4,1,5,153,13,47,43,63,113,11,6,21,6,6.46,1.0
3874,7771,0,1,0,0,1,0,4,1,2,121,21,30,38,41,84,11,11,12,7,9.64,1.0
1232,2430,0,0,0,0,1,5,4,0,8,151,25,36,18,23,60,13,12,18,6,7.52,0.0
2661,5326,0,0,0,0,1,3,2,1,8,179,35,57,4,77,253,5,5,21,5,4.96,0.0
2817,5643,0,0,0,1,1,4,3,1,5,81,20,24,23,70,90,18,9,19,8,14.45,0.0
1718,6820,0,0,0,0,1,0,5,0,8,175,44,44,15,86,241,12,6,20,4,4.9,1.0
1495,5911,0,0,0,0,1,3,4,1,9,203,32,44,19,109,163,11,15,22,5,13.46,1.0
1153,2287,0,0,1,0,1,0,4,1,9,207,35,55,11,89,136,6,5,22,7,6.03,1.0
3909,7859,0,0,1,0,1,0,3,0,8,316,76,76,0,32,75,11,6,12,5,6.22,1.0
777,3081,1,0,0,0,1,1,5,1,9,279,75,98,0,87,133,15,28,12,4,9.87,0.0
1343,5291,0,0,1,0,1,0,4,1,3,146,39,45,9,22,58,6,4,18,3,6.48,1.0
57,131,0,0,1,0,1,3,1,1,9,200,47,47,9,38,70,14,13,21,17,16.88,0.0
1301,5095,1,0,0,0,1,0,6,1,9,242,31,71,1,125,237,20,18,22,6,11.05,1.0
3883,7791,1,0,0,0,1,2,4,1,8,119,18,43,28,92,108,11,8,15,5,11.29,1.0
3061,6092,1,0,0,0,1,3,3,1,3,155,21,31,28,23,58,58,55,15,4,18.19,0.0
1141,4517,0,1,0,0,1,0,1,1,6,97,20,21,48,36,79,11,15,20,15,9.66,1.0
1952,7788,0,0,0,0,1,0,4,1,7,118,20,29,28,110,196,22,14,34,7,6.14,1.0
1735,3402,0,0,0,1,1,1,4,1,7,323,94,95,1,59,87,23,21,15,15,8.83,0.0
1418,5561,0,0,1,0,1,1,3,1,8,87,20,27,42,23,56,16,11,29,4,9.27,0.0
2823,5656,0,1,0,0,1,0,3,1,9,95,24,37,25,30,60,15,12,18,7,5.84,1.0
2196,4378,0,0,1,0,1,3,4,1,4,188,70,70,0,76,96,6,4,20,4,2.92,0.0
159,343,0,0,0,0,1,1,2,0,8,166,38,51,4,79,129,13,10,18,6,10.46,0.0
117,436,0,1,0,0,1,4,6,1,6,116,31,36,15,68,117,39,48,20,6,24.76,0.0
2475,4940,0,1,0,0,1,3,4,0,7,214,39,79,3,37,77,4,2,14,5,5.35,1.0
2564,5119,0,1,0,0,1,3,4,1,8,140,40,48,9,39,83,12,9,23,3,6.63,1.0
311,1192,1,0,0,0,1,0,5,0,9,180,33,33,25,14,39,15,9,30,8,8.14,0.0
1066,4219,0,1,0,0,1,4,5,1,8,203,73,73,2,39,79,16,13,11,3,12.17,0.0
156,600,0,1,0,0,1,2,2,0,8,315,60,78,1,87,128,51,28,22,3,14.25,1.0
2608,5211,0,0,0,1,1,3,5,1,2,168,23,38,22,58,79,17,21,20,7,13.89,0.0
1571,6207,0,1,0,0,1,2,4,1,8,181,27,53,10,69,72,20,12,18,3,11.75,1.0
707,1455,0,1,0,0,1,3,5,1,8,208,102,102,2,71,88,7,7,18,6,4.43,1.0
3046,6061,0,0,0,1,1,3,7,1,8,169,48,54,8,157,1209,14,10,23,5,8.77,0.0
1878,7502,0,0,1,0,1,2,3,0,9,193,58,58,4,33,53,15,23,16,7,15.89,0.0
1093,2148,0,1,0,0,1,0,4,1,9,132,24,55,12,108,209,4,2,17,9,3.47,1.0
591,2321,0,0,0,0,1,2,4,1,6,287,116,116,0,98,195,50,30,8,5,21.09,1.0
1376,2703,0,0,0,0,1,2,4,1,1,158,39,57,15,152,710,16,10,15,9,12.51,0.0
1915,7644,1,0,0,0,1,1,5,0,7,211,36,50,18,11,51,15,10,24,7,5.36,0.0
72,168,0,0,0,0,1,0,4,1,9,150,50,55,8,65,127,13,6,19,5,8.14,1.0
1922,3792,0,1,0,0,1,0,4,1,7,196,104,104,0,37,80,39,23,15,15,11.84,1.0
455,1815,0,0,0,1,1,2,7,1,6,182,23,66,31,19,52,8,9,18,5,5.04,0.0
322,1230,0,0,0,0,1,0,6,1,8,146,25,35,24,85,267,13,6,15,3,5.69,1.0
1764,3461,0,1,0,0,0,0,5,0,1,222,53,61,2,27,43,14,12,23,3,15.63,0.0
743,1524,0,0,1,0,1,1,6,0,8,231,58,65,2,76,110,21,16,22,4,11.17,0.0
90,327,0,1,0,0,1,2,3,1,8,161,32,55,17,29,57,17,8,13,11,6.73,0.0
1005,1987,0,1,0,0,1,0,4,1,9,231,45,55,12,17,53,13,10,39,4,10.04,1.0
2668,5335,1,0,0,0,1,0,4,1,6,135,43,43,7,76,296,19,9,20,3,14.23,1.0
1190,2360,1,0,0,0,1,0,4,1,8,131,56,56,4,32,65,10,32,15,6,14.27,1.0
333,1271,0,1,0,0,1,5,4,1,7,488,145,159,0,56,98,25,25,20,7,20.31,1.0
2601,5194,0,0,1,0,1,0,4,1,9,127,26,52,28,78,196,11,7,15,6,7.67,1.0
1125,2224,0,1,0,0,1,3,5,1,8,301,132,132,1,43,70,11,13,17,4,7.46,1.0
1241,2444,0,1,0,0,1,0,5,1,8,177,53,58,4,41,70,43,35,37,7,17.52,1.0
53,197,0,1,0,0,1,2,5,1,4,265,54,63,2,103,201,5,10,14,3,4.47,1.0
1389,5468,0,0,0,1,1,2,2,0,8,122,15,34,41,116,240,17,11,29,4,8.18,0.0
961,3793,0,0,0,0,1,0,4,0,8,108,34,34,39,58,96,5,5,13,7,4.55,1.0
1668,6580,0,0,0,0,0,3,4,0,5,138,29,37,13,37,72,34,30,33,10,22.69,0.0
3351,6685,0,1,0,0,1,2,2,0,6,230,56,70,2,53,94,22,31,15,3,13.12,1.0
998,1969,0,1,0,0,1,1,5,1,4,162,57,65,1,28,61,11,8,20,10,13.39,0.0
478,1905,0,0,0,1,1,0,4,0,7,241,36,60,12,54,104,8,6,19,5,8.04,1.0
3824,7671,0,0,0,0,1,4,7,1,5,88,10,27,66,51,68,14,15,26,7,13.68,0.0
47,164,0,0,0,0,1,0,5,1,8,277,110,110,0,105,162,4,4,19,3,7.35,1.0
2684,5365,0,0,0,0,1,2,6,0,5,203,41,43,6,90,159,23,16,27,14,10.57,0.0
1211,4772,0,1,0,0,1,1,4,0,8,186,24,48,12,91,151,5,7,20,5,5.32,1.0
1577,3097,1,0,0,0,1,0,4,1,2,165,72,72,2,23,64,28,35,15,3,8.8,1.0
3906,7850,0,0,1,0,1,3,3,1,6,278,83,88,0,65,92,6,3,13,4,4.68,1.0
3729,7470,0,0,0,0,1,1,2,0,7,198,47,67,7,58,86,5,4,18,6,6.68,0.0
3668,7329,1,0,0,0,1,4,4,0,3,249,36,52,2,54,61,20,15,7,6,13.26,0.0
1760,6987,0,0,0,1,1,1,6,0,1,249,56,82,3,50,69,6,5,37,4,5.85,0.0
1826,3597,1,0,0,0,1,5,1,1,8,339,77,92,3,76,145,6,3,12,10,7.02,0.0
1343,2648,1,0,0,0,1,3,2,1,9,112,19,29,51,56,111,26,19,15,11,14.07,0.0
2001,7944,1,0,0,0,1,3,3,1,6,475,123,152,0,15,105,105,36,23,6,13.96,0.0
638,2548,0,0,1,0,1,3,2,1,1,232,31,61,16,95,139,5,7,21,9,3.87,0.0
968,3821,0,1,0,0,1,0,3,1,8,256,49,77,4,46,107,6,2,22,3,3.95,1.0
440,923,0,1,0,0,1,3,4,1,4,86,9,21,50,34,126,126,50,19,7,18.64,0.0
1958,7808,0,0,0,1,1,3,7,1,8,172,33,66,14,48,83,13,6,30,4,5.61,0.0
1100,2164,0,1,0,0,0,4,4,0,7,171,16,40,38,79,115,4,6,15,7,3.48,0.0
2637,5272,0,1,0,0,1,0,2,0,9,145,36,43,8,51,83,24,22,21,4,20.56,1.0
1797,7156,0,0,0,0,1,0,4,1,9,166,34,62,13,79,130,11,8,21,5,6.02,1.0
649,1342,0,0,0,0,1,0,4,1,9,89,21,21,47,8,41,16,23,17,5,10.1,0.0
1546,3027,0,0,0,0,0,1,1,1,3,130,15,56,37,77,144,20,30,14,5,9.93,0.0
3231,6438,1,0,0,0,1,0,6,0,8,207,25,62,9,119,203,27,20,18,5,11.65,1.0
817,3243,0,1,0,0,1,3,4,1,9,123,22,24,35,105,159,14,12,17,16,12.64,1.0
573,2262,0,0,0,0,1,0,3,1,6,147,30,39,14,63,113,42,37,22,10,12.51,1.0
590,2317,0,0,0,0,0,2,3,1,8,61,7,20,43,63,98,34,22,25,3,19.21,0.0
941,3714,0,1,0,0,1,2,7,1,8,218,53,64,2,83,125,18,22,14,6,15.21,1.0
2852,5708,0,0,0,0,1,0,4,1,2,178,40,42,8,93,133,14,14,23,6,8.33,1.0
3503,6993,0,1,0,0,1,3,4,1,7,131,22,28,17,37,77,13,10,23,5,8.84,1.0
329,1264,0,0,0,0,1,0,4,1,8,151,36,43,20,41,72,11,7,16,12,7.05,1.0
707,2818,0,0,0,0,0,2,5,1,4,99,13,26,44,102,229,10,7,16,6,7.27,0.0
630,1305,0,0,0,1,1,3,1,1,4,156,51,51,4,58,77,5,6,20,5,7.47,0.0
672,1390,0,0,0,1,1,2,1,1,9,132,11,39,44,50,69,9,7,22,17,15.09,0.0
1249,2463,0,1,0,0,1,3,5,0,9,332,39,83,4,75,75,15,11,20,3,11.63,0.0
103,395,0,0,0,0,1,3,4,1,6,270,47,85,1,122,157,20,9,16,2,9.44,1.0
482,1011,0,0,0,0,1,0,3,0,6,234,78,85,0,96,293,7,6,21,9,7.15,1.0
1584,3112,1,0,0,0,1,2,2,0,9,168,68,68,2,45,92,92,27,14,5,27.24,0.0
1077,4253,0,0,0,1,1,0,4,1,4,185,31,58,12,95,204,38,18,17,5,20.59,1.0
1560,6182,0,0,1,0,1,0,4,0,8,146,23,33,36,87,217,11,5,22,4,10.84,1.0
221,865,0,0,0,0,1,2,4,0,8,164,29,41,20,62,102,12,10,15,3,5.75,0.0
1462,2868,0,0,0,0,1,2,2,0,8,125,22,37,46,68,113,31,29,22,5,18.14,0.0
