Id ,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
13608,-117.25,34.14,19.0,5163.0,1229.0,2680.0,1141.0,2.2482,INLAND,114500.0
4137,-118.18,34.12,45.0,2397.0,488.0,1569.0,471.0,4.21,<1H OCEAN,167900.0
3039,-119.12,35.37,13.0,4527.0,713.0,2170.0,671.0,4.8266,INLAND,146200.0
16008,-122.44,37.73,43.0,3700.0,684.0,1488.0,623.0,5.5622,NEAR BAY,313600.0
4150,-118.21,34.12,52.0,1590.0,360.0,1127.0,321.0,3.4625,<1H OCEAN,173900.0
14714,-117.05,32.8,16.0,1561.0,378.0,574.0,350.0,3.0035,<1H OCEAN,94600.0
14464,-117.23,32.81,24.0,3271.0,508.0,1496.0,482.0,5.9359,NEAR OCEAN,422200.0
17138,-122.17,37.46,47.0,2312.0,332.0,1044.0,282.0,9.459,NEAR BAY,500001.0
579,-122.07,37.71,40.0,1808.0,302.0,746.0,270.0,5.3015,NEAR BAY,254900.0
18379,-121.87,37.22,26.0,1921.0,250.0,725.0,253.0,7.6933,<1H OCEAN,405900.0
6571,-118.15,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,<1H OCEAN,161600.0
12024,-117.46,33.94,26.0,2481.0,620.0,2411.0,552.0,1.7059,INLAND,85800.0
7467,-118.19,33.92,43.0,2339.0,487.0,1732.0,449.0,3.0987,<1H OCEAN,139400.0
17742,-121.78,37.31,7.0,1973.0,328.0,1047.0,303.0,6.234,<1H OCEAN,292200.0
17194,-119.79,34.45,24.0,2746.0,433.0,1076.0,380.0,5.8635,NEAR OCEAN,348700.0
867,-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,NEAR BAY,318300.0
17086,-122.21,37.47,26.0,1777.0,555.0,1966.0,497.0,3.0472,NEAR OCEAN,211000.0
4157,-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,<1H OCEAN,176900.0
6349,-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,INLAND,220100.0
18164,-122.03,37.36,16.0,2697.0,803.0,1369.0,723.0,4.4699,<1H OCEAN,367400.0
17695,-121.83,37.29,10.0,1828.0,453.0,1356.0,409.0,4.5943,<1H OCEAN,123500.0
402,-122.27,37.9,42.0,1650.0,274.0,645.0,256.0,5.6228,NEAR BAY,375400.0
4428,-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,<1H OCEAN,150000.0
10276,-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667,<1H OCEAN,113900.0
3057,-119.33,35.59,20.0,3085.0,691.0,2645.0,676.0,1.7868,INLAND,54100.0
10190,-117.95,33.88,34.0,1939.0,355.0,817.0,314.0,3.6705,<1H OCEAN,275000.0
7060,-118.04,33.92,35.0,2469.0,522.0,2151.0,537.0,3.4219,<1H OCEAN,156200.0
164,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,NEAR BAY,225000.0
16954,-122.3,37.53,37.0,1338.0,215.0,535.0,221.0,5.4351,NEAR OCEAN,376600.0
10390,-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,<1H OCEAN,195600.0
12494,-121.47,38.57,50.0,3233.0,968.0,1223.0,837.0,1.2041,INLAND,168100.0
11347,-117.9,33.77,35.0,2002.0,378.0,1726.0,387.0,3.9613,<1H OCEAN,182300.0
12212,-117.19,33.53,6.0,108.0,18.0,43.0,17.0,3.475,<1H OCEAN,187500.0
3317,-122.71,38.91,20.0,41.0,18.0,94.0,10.0,1.375,INLAND,55000.0
12118,-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,INLAND,223200.0
7865,-118.12,33.89,29.0,2666.0,848.0,2030.0,781.0,2.5432,<1H OCEAN,180900.0
15445,-117.25,33.19,18.0,1891.0,306.0,830.0,279.0,4.5764,<1H OCEAN,207000.0
12126,-117.25,33.93,8.0,10110.0,1761.0,5804.0,1703.0,4.2654,INLAND,137600.0
6851,-118.15,34.07,44.0,1626.0,383.0,1063.0,334.0,2.4348,<1H OCEAN,220700.0
1847,-122.28,37.91,41.0,3009.0,482.0,1053.0,490.0,5.8279999999999985,NEAR BAY,324400.0
19785,-122.79,40.75,17.0,3851.0,818.0,1352.0,560.0,2.125,INLAND,71700.0
1334,-121.86,38.0,16.0,3216.0,464.0,1504.0,453.0,5.25,INLAND,161700.0
8779,-118.32,33.8,39.0,1415.0,298.0,729.0,278.0,3.1648,<1H OCEAN,244800.0
19439,-121.0,37.68,15.0,1232.0,180.0,408.0,196.0,6.9682,INLAND,182400.0
17186,-122.34,37.46,21.0,1799.0,293.0,576.0,277.0,7.439,NEAR OCEAN,500001.0
8945,-118.47,34.01,27.0,1782.0,471.0,837.0,422.0,3.7727,<1H OCEAN,413000.0
11256,-117.98,33.81,18.0,3751.0,878.0,2281.0,815.0,3.7201,<1H OCEAN,183100.0
19279,-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,<1H OCEAN,146000.0
6997,-118.03,33.95,37.0,1772.0,321.0,934.0,326.0,4.1471,<1H OCEAN,177800.0
706,-122.04,37.65,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,NEAR BAY,315500.0
3491,-118.47,34.27,33.0,1549.0,264.0,881.0,289.0,5.1408,<1H OCEAN,222900.0
4573,-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,1.9818,<1H OCEAN,208300.0
13247,-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407,INLAND,202900.0
17168,-122.27,37.45,41.0,830.0,136.0,353.0,153.0,6.3824,NEAR OCEAN,500001.0
7706,-118.13,33.97,34.0,1736.0,297.0,,292.0,5.4042,<1H OCEAN,241600.0
7054,-118.02,33.92,35.0,2075.0,424.0,1312.0,396.0,3.7969,<1H OCEAN,164800.0
5580,-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,3.5473,<1H OCEAN,226300.0
13787,-117.29,35.54,35.0,7922.0,1636.0,3431.0,1329.0,3.4145,INLAND,40400.0
3151,-118.61,34.99,11.0,4031.0,766.0,1539.0,564.0,3.8917,INLAND,120800.0
6617,-118.11,34.17,46.0,2837.0,592.0,1453.0,549.0,3.1115,INLAND,234600.0
4784,-118.32,34.03,47.0,1082.0,198.0,455.0,193.0,3.0132,<1H OCEAN,223200.0
11991,-117.53,33.97,,1430.0,273.0,872.0,283.0,4.0833,INLAND,141000.0
4022,-118.52,34.18,43.0,1700.0,380.0,930.0,349.0,3.675,<1H OCEAN,213100.0
15492,-117.21,33.13,19.0,3068.0,596.0,912.0,554.0,3.775,NEAR OCEAN,168000.0
9266,-119.98,36.86,31.0,2366.0,482.0,1933.0,433.0,3.0234,INLAND,65000.0
2607,-124.01,40.97,21.0,1513.0,319.0,943.0,301.0,3.5380000000000003,<1H OCEAN,102700.0
17250,-119.69,34.42,17.0,1826.0,544.0,1325.0,532.0,1.2762,<1H OCEAN,253600.0
11630,-118.03,33.82,17.0,1851.0,346.0,770.0,310.0,5.6093,<1H OCEAN,244400.0
9118,-118.14,34.57,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,INLAND,167600.0
11502,-118.04,33.71,12.0,4014.0,868.0,1605.0,769.0,6.0102,<1H OCEAN,396900.0
9182,-118.56,34.37,23.0,3927.0,728.0,1984.0,707.0,4.8536,<1H OCEAN,202600.0
2429,-119.53,36.61,33.0,587.0,170.0,730.0,162.0,1.5625,INLAND,55800.0
246,-122.21,37.78,47.0,881.0,248.0,753.0,241.0,2.625,NEAR BAY,111300.0
3815,-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565,<1H OCEAN,225000.0
14662,-117.13,32.8,33.0,2731.0,456.0,1263.0,445.0,4.5568,NEAR OCEAN,175300.0
18518,-122.04,36.98,33.0,797.0,125.0,385.0,133.0,6.7974,NEAR OCEAN,367600.0
9089,-118.23,34.66,25.0,2627.0,387.0,1059.0,338.0,3.6382,INLAND,138200.0
2262,-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,INLAND,67000.0
10438,-117.62,33.42,27.0,1444.0,412.0,597.0,311.0,3.1395,NEAR OCEAN,310000.0
835,-122.03,37.61,33.0,1518.0,302.0,831.0,268.0,5.097,NEAR BAY,188600.0
13256,-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587,INLAND,239000.0
8624,-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,<1H OCEAN,453700.0
11395,-117.96,33.73,22.0,3479.0,455.0,,488.0,6.6324,<1H OCEAN,347600.0
1173,-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,INLAND,59800.0
18936,-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,NEAR BAY,176100.0
6437,-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.7330000000000005,INLAND,233700.0
14900,-117.07,32.61,10.0,1686.0,414.0,1000.0,391.0,2.1765,NEAR OCEAN,128400.0
12848,-121.38,38.69,35.0,2943.0,554.0,1460.0,510.0,2.6713,INLAND,84400.0
15113,-116.98,32.86,16.0,7718.0,1423.0,,1394.0,4.0693,<1H OCEAN,146400.0
8102,-118.22,33.8,36.0,1285.0,347.0,1291.0,337.0,3.7708,NEAR OCEAN,157100.0
5289,-118.48,34.05,36.0,2143.0,434.0,751.0,396.0,6.7496,<1H OCEAN,500001.0
16688,-120.6,35.11,17.0,2495.0,524.0,1292.0,501.0,2.2625,<1H OCEAN,153000.0
8098,-118.22,33.81,38.0,1486.0,359.0,1345.0,326.0,3.3988,NEAR OCEAN,147800.0
4951,-118.31,34.02,41.0,1046.0,216.0,727.0,201.0,1.6667,<1H OCEAN,116900.0
250,-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,NEAR BAY,119100.0
13882,-117.26,34.43,11.0,4597.0,782.0,2534.0,776.0,3.3368,INLAND,99300.0
7952,-118.16,33.88,33.0,2180.0,522.0,1634.0,467.0,3.0114,<1H OCEAN,167000.0
20439,-118.8,34.27,12.0,3330.0,600.0,1577.0,584.0,4.6985,<1H OCEAN,264100.0
7334,-118.18,33.98,40.0,1698.0,431.0,1280.0,405.0,2.625,<1H OCEAN,206300.0
2793,-118.3,37.17,22.0,3480.0,673.0,1541.0,636.0,2.75,INLAND,94500.0
14147,-117.08,32.74,35.0,1434.0,253.0,753.0,228.0,2.3812,NEAR OCEAN,135100.0
14197,-117.03,32.71,34.0,2328.0,444.0,1684.0,429.0,3.25,NEAR OCEAN,99600.0
7795,-118.07,33.9,39.0,2502.0,546.0,1849.0,518.0,3.8846,<1H OCEAN,164100.0
19318,-123.02,38.46,52.0,2154.0,499.0,524.0,259.0,2.0556,NEAR OCEAN,120000.0
3407,-118.3,34.25,44.0,1442.0,285.0,859.0,292.0,4.5833,<1H OCEAN,197300.0
20508,-121.51,38.58,,1822.0,636.0,1372.0,560.0,1.2542,INLAND,76000.0
11291,-117.94,33.78,34.0,2627.0,468.0,1409.0,450.0,4.7731,<1H OCEAN,199200.0
19045,-121.82,38.46,,6331.0,1181.0,3419.0,1110.0,3.7083,INLAND,154800.0
8625,-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685,<1H OCEAN,474300.0
15367,-117.2,33.29,12.0,6358.0,1182.0,2778.0,1020.0,4.0357,<1H OCEAN,295900.0
7422,-118.2,33.96,37.0,2127.0,533.0,2021.0,480.0,2.9773,<1H OCEAN,164600.0
8963,-118.39,33.99,32.0,2612.0,418.0,1030.0,402.0,6.603,<1H OCEAN,369200.0
1997,-119.77,36.73,45.0,1081.0,241.0,821.0,230.0,1.7829,INLAND,52600.0
4200,-118.24,34.11,50.0,2141.0,451.0,1777.0,426.0,2.7679,<1H OCEAN,178800.0
18987,-121.94,38.37,14.0,1156.0,216.0,574.0,227.0,3.2396,INLAND,143800.0
17311,-119.49,34.39,17.0,4617.0,982.0,2303.0,923.0,3.9224,NEAR OCEAN,230600.0
11326,-117.96,33.75,14.0,2509.0,611.0,1814.0,547.0,2.7986,<1H OCEAN,176100.0
5629,-118.3,33.77,18.0,3821.0,795.0,2831.0,769.0,2.9571,<1H OCEAN,346200.0
4002,-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912,<1H OCEAN,419000.0
15207,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,<1H OCEAN,281600.0
4753,-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.9130000000000003,<1H OCEAN,192500.0
19635,-120.96,37.54,29.0,1468.0,245.0,747.0,231.0,3.4643,INLAND,125000.0
19417,-121.14,37.7,29.0,1343.0,223.0,751.0,225.0,3.2391,INLAND,187500.0
15556,-117.07,33.12,21.0,4578.0,927.0,2818.0,900.0,3.1458,<1H OCEAN,187700.0
4196,-118.23,34.11,35.0,4148.0,971.0,3220.0,892.0,3.3389,<1H OCEAN,187100.0
9635,-121.02,37.09,17.0,1118.0,270.0,560.0,244.0,2.0216,INLAND,112500.0
3681,-118.42,34.21,29.0,2893.0,543.0,1636.0,540.0,5.1586,<1H OCEAN,237400.0
3019,-119.42,35.19,26.0,890.0,172.0,483.0,170.0,4.15,INLAND,68200.0
4310,-118.32,34.09,30.0,1871.0,766.0,2595.0,819.0,2.0044,<1H OCEAN,212500.0
7448,-118.18,33.95,39.0,2121.0,579.0,1991.0,528.0,2.9094,<1H OCEAN,152200.0
13091,-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,5.0622,INLAND,132400.0
17355,-120.43,34.88,22.0,2580.0,381.0,1149.0,372.0,5.0113,<1H OCEAN,158600.0
14724,-117.01,32.8,17.0,1042.0,210.0,650.0,215.0,3.1,<1H OCEAN,84200.0
3985,-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,<1H OCEAN,248400.0
15940,-122.41,37.72,35.0,2104.0,434.0,1225.0,410.0,4.8214,NEAR BAY,242900.0
9205,-119.62,37.33,7.0,3389.0,621.0,1268.0,474.0,3.0224,INLAND,147800.0
15340,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,NEAR OCEAN,151600.0
2569,-124.14,40.78,35.0,2426.0,423.0,982.0,432.0,3.4219,NEAR OCEAN,92800.0
4402,-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,<1H OCEAN,219200.0
4277,-118.31,34.09,34.0,2065.0,839.0,2626.0,775.0,1.8214,<1H OCEAN,211100.0
3666,-118.38,34.24,38.0,125.0,42.0,63.0,29.0,1.3594,<1H OCEAN,158300.0
8412,-118.35,33.94,38.0,1794.0,508.0,2188.0,454.0,2.6654,<1H OCEAN,142200.0
20549,-121.8,38.69,8.0,3544.0,691.0,2118.0,678.0,3.7477,INLAND,122200.0
2446,-119.61,36.56,34.0,1911.0,497.0,1886.0,481.0,1.625,INLAND,53000.0
6821,-118.09,34.08,33.0,1430.0,344.0,1165.0,328.0,3.0357,<1H OCEAN,206000.0
17530,-121.89,37.35,48.0,1562.0,439.0,1469.0,424.0,2.5673,<1H OCEAN,177500.0
6520,-118.03,34.06,31.0,1513.0,389.0,1396.0,364.0,2.4706,<1H OCEAN,170600.0
17556,-121.88,37.33,45.0,1192.0,371.0,1084.0,345.0,2.8594,<1H OCEAN,205900.0
18143,-122.06,37.34,20.0,3435.0,593.0,1293.0,553.0,6.7578,<1H OCEAN,451400.0
8959,-118.39,34.01,35.0,4424.0,918.0,2101.0,888.0,3.9688,<1H OCEAN,355100.0
3172,-119.55,36.37,26.0,1912.0,339.0,1002.0,311.0,3.0375,INLAND,126300.0
1223,-120.67,38.19,17.0,2967.0,611.0,1387.0,564.0,2.0417,INLAND,92600.0
14739,-117.06,32.59,13.0,3920.0,775.0,2814.0,760.0,4.0616,NEAR OCEAN,148800.0
12358,-116.54,33.79,18.0,9374.0,1780.0,1678.0,919.0,3.9737,INLAND,235600.0
544,-122.26,37.77,52.0,1670.0,350.0,793.0,299.0,2.9732,NEAR BAY,282100.0
1204,-121.8,39.33,30.0,1019.0,192.0,501.0,185.0,2.5259,INLAND,81300.0
14500,-117.23,32.86,15.0,1703.0,320.0,587.0,282.0,5.0855,NEAR OCEAN,209800.0
8613,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755,<1H OCEAN,359900.0
9257,-120.05,36.95,31.0,696.0,254.0,913.0,248.0,1.4,INLAND,52500.0
7242,-118.12,34.01,40.0,1417.0,338.0,1068.0,331.0,2.4259,<1H OCEAN,164600.0
2637,-124.14,40.6,27.0,1148.0,206.0,521.0,219.0,4.025,NEAR OCEAN,128100.0
8761,-118.38,33.82,,1822.0,364.0,750.0,366.0,5.9907,NEAR OCEAN,500001.0
17926,-121.99,37.34,26.0,3637.0,933.0,2249.0,905.0,3.9625,<1H OCEAN,262900.0
1388,-122.11,37.98,11.0,4371.0,679.0,1790.0,660.0,6.135,NEAR BAY,297300.0
18708,-122.41,40.58,35.0,2072.0,385.0,1029.0,375.0,2.8512,INLAND,75600.0
19340,-122.87,38.61,23.0,2676.0,521.0,1456.0,500.0,3.7361,<1H OCEAN,173700.0
877,-122.01,37.55,26.0,2068.0,532.0,,495.0,3.3008,NEAR BAY,224200.0
10721,-117.82,33.65,18.0,2105.0,302.0,830.0,286.0,6.3822,<1H OCEAN,362500.0
8388,-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,<1H OCEAN,179800.0
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,NEAR BAY,170000.0
11575,-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,<1H OCEAN,211700.0
4379,-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,<1H OCEAN,196500.0
11957,-117.39,33.92,25.0,2886.0,583.0,2327.0,577.0,2.3851,INLAND,113700.0
2803,-119.03,35.42,38.0,2952.0,598.0,1491.0,568.0,2.6094,INLAND,67900.0
11189,-117.92,33.82,36.0,2360.0,405.0,1479.0,386.0,4.3583,<1H OCEAN,187200.0
3908,-118.52,34.2,19.0,4315.0,1304.0,2490.0,1222.0,2.6437,<1H OCEAN,195000.0
10763,-117.9,33.63,26.0,4486.0,554.0,1598.0,549.0,10.1454,<1H OCEAN,500001.0
7688,-118.1,33.95,27.0,1666.0,365.0,995.0,354.0,4.5694,<1H OCEAN,204300.0
14891,-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2.2685,NEAR OCEAN,151900.0
6496,-118.0,34.08,23.0,1627.0,318.0,1279.0,289.0,4.6467,INLAND,185100.0
19234,-122.69,38.51,18.0,3364.0,501.0,1442.0,506.0,6.6854,<1H OCEAN,313000.0
8447,-118.37,33.9,,332.0,103.0,177.0,102.0,3.3409,<1H OCEAN,256300.0
20222,-119.29,34.29,33.0,3854.0,982.0,1835.0,894.0,3.5294,NEAR OCEAN,323900.0
8075,-118.18,33.82,43.0,284.0,65.0,167.0,68.0,4.25,NEAR OCEAN,207500.0
13161,-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,INLAND,192200.0
6964,-118.06,33.99,47.0,1588.0,309.0,827.0,292.0,3.7833,<1H OCEAN,166100.0
6479,-118.04,34.08,35.0,1148.0,258.0,975.0,253.0,4.037,<1H OCEAN,173300.0
4711,-118.35,34.06,48.0,3551.0,826.0,1601.0,827.0,3.2279,<1H OCEAN,400000.0
17813,-121.85,37.39,15.0,8748.0,1547.0,4784.0,1524.0,5.8322,<1H OCEAN,276600.0
18193,-122.03,37.39,22.0,3280.0,933.0,1842.0,795.0,4.4107,<1H OCEAN,232700.0
12476,-121.48,38.58,48.0,2434.0,744.0,1281.0,662.0,1.6277,INLAND,140600.0
989,-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62,<1H OCEAN,139300.0
19590,-120.85,37.57,27.0,819.0,157.0,451.0,150.0,3.4934,INLAND,193800.0
2682,-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,INLAND,60600.0
20408,-118.88,34.19,26.0,2296.0,275.0,842.0,263.0,7.7889,<1H OCEAN,309900.0
2508,-120.55,36.97,42.0,1766.0,344.0,1084.0,323.0,2.3295,INLAND,74400.0
14245,-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,1.5057,NEAR OCEAN,86300.0
9702,-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,<1H OCEAN,137500.0
4314,-118.33,34.09,,2004.0,687.0,1514.0,542.0,1.9911,<1H OCEAN,220000.0
16430,-121.35,38.09,32.0,1706.0,292.0,923.0,284.0,5.5057,INLAND,147200.0
14833,-117.1,32.67,15.0,1635.0,553.0,1347.0,597.0,1.2745,NEAR OCEAN,92900.0
5356,-118.39,34.05,35.0,2458.0,576.0,1047.0,554.0,4.0283,<1H OCEAN,412500.0
6639,-118.15,34.15,52.0,275.0,123.0,,111.0,1.1667,<1H OCEAN,500001.0
5972,-117.76,34.12,16.0,9020.0,1509.0,3575.0,1486.0,4.2415,INLAND,275700.0
9436,-119.99,37.51,14.0,2878.0,617.0,1011.0,509.0,1.398,INLAND,103800.0
3734,-118.4,34.19,30.0,521.0,126.0,306.0,129.0,4.1125,<1H OCEAN,216700.0
15478,-117.15,33.16,5.0,4750.0,962.0,2726.0,905.0,3.5839,<1H OCEAN,158500.0
11196,-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,<1H OCEAN,287100.0
12313,-116.57,33.64,10.0,489.0,82.0,183.0,74.0,6.2702,INLAND,345500.0
7787,-118.06,33.9,,1161.0,254.0,882.0,236.0,4.4167,<1H OCEAN,158000.0
19273,-122.76,38.44,14.0,4376.0,797.0,1809.0,746.0,3.8244,<1H OCEAN,180000.0
13187,-117.7,34.08,10.0,1979.0,454.0,1117.0,389.0,3.7802,INLAND,107300.0
19361,-123.1,38.79,20.0,3109.0,712.0,1643.0,638.0,2.8344,<1H OCEAN,164400.0
10949,-117.87,33.75,18.0,697.0,255.0,812.0,221.0,2.6635,<1H OCEAN,162500.0
1876,-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,INLAND,131600.0
15655,-122.41,37.79,52.0,1436.0,738.0,1688.0,662.0,1.5156,NEAR BAY,237500.0
5262,-118.52,34.05,45.0,1814.0,325.0,709.0,311.0,4.825,<1H OCEAN,500001.0
8446,-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,<1H OCEAN,294800.0
15483,-117.15,33.14,15.0,1070.0,208.0,470.0,217.0,2.3062,<1H OCEAN,158900.0
12703,-121.41,38.59,17.0,12355.0,3630.0,5692.0,3073.0,2.5245,INLAND,99100.0
11163,-118.0,33.83,24.0,2578.0,580.0,1217.0,529.0,2.2401,<1H OCEAN,212500.0
5159,-118.28,33.96,39.0,882.0,221.0,697.0,189.0,1.8472,<1H OCEAN,99100.0
18800,-121.86,40.77,17.0,2816.0,639.0,1027.0,406.0,2.503,INLAND,65600.0
20501,-118.71,34.3,20.0,1586.0,187.0,699.0,209.0,6.5483,<1H OCEAN,335000.0
759,-122.08,37.66,33.0,1547.0,372.0,1063.0,356.0,2.5625,NEAR BAY,154300.0
5481,-118.45,33.99,52.0,1829.0,472.0,779.0,424.0,3.1607,<1H OCEAN,339000.0
654,-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,NEAR BAY,202700.0
18216,-122.07,37.39,19.0,1465.0,342.0,,345.0,4.712,NEAR BAY,289300.0
5812,-118.26,34.13,37.0,196.0,74.0,194.0,68.0,1.2188,<1H OCEAN,218800.0
5288,-118.47,34.05,27.0,4401.0,1033.0,1725.0,962.0,4.175,<1H OCEAN,500001.0
2892,-119.0,35.37,41.0,303.0,78.0,216.0,80.0,2.2212,INLAND,55500.0
19330,-122.85,38.46,22.0,3328.0,550.0,1309.0,512.0,4.7105,<1H OCEAN,266200.0
5636,-118.28,33.74,16.0,855.0,271.0,486.0,250.0,0.7591,NEAR OCEAN,350000.0
9612,-120.47,37.29,16.0,749.0,222.0,1277.0,224.0,1.2054,INLAND,60900.0
3044,-119.27,35.5,34.0,1367.0,329.0,796.0,319.0,2.8269,INLAND,61100.0
18843,-122.9,41.46,31.0,1277.0,263.0,600.0,241.0,1.7292,INLAND,61700.0
10783,-117.91,33.64,40.0,1958.0,333.0,876.0,364.0,3.6406,<1H OCEAN,326100.0
8520,-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,<1H OCEAN,163900.0
17089,-122.22,37.47,35.0,367.0,113.0,398.0,109.0,2.5,NEAR OCEAN,166700.0
8445,-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,<1H OCEAN,303700.0
16650,-120.63,35.27,23.0,1630.0,253.0,704.0,263.0,5.1560000000000015,NEAR OCEAN,251300.0
7318,-118.2,33.98,30.0,2369.0,753.0,3259.0,770.0,2.1964,<1H OCEAN,158500.0
6159,-117.96,34.08,,2831.0,552.0,2330.0,557.0,3.9741,<1H OCEAN,173100.0
13515,-117.34,34.11,29.0,2912.0,566.0,2188.0,518.0,3.2656,INLAND,90600.0
15130,-116.91,32.86,15.0,3153.0,628.0,1633.0,527.0,3.6898,<1H OCEAN,131000.0
12569,-121.43,38.54,42.0,3321.0,688.0,1346.0,658.0,2.4618,INLAND,101300.0
6022,-117.76,34.05,36.0,2910.0,819.0,3055.0,782.0,1.9029,INLAND,98000.0
5092,-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1.375,<1H OCEAN,100000.0
13569,-117.28,34.14,40.0,2364.0,438.0,968.0,416.0,3.4906,INLAND,93300.0
11211,-117.91,33.82,32.0,2696.0,640.0,2330.0,626.0,2.9479,<1H OCEAN,184600.0
11221,-117.9,33.8,23.0,1368.0,397.0,1940.0,358.0,3.0789,<1H OCEAN,350000.0
18814,-121.45,41.04,33.0,2029.0,378.0,936.0,343.0,2.67,INLAND,77500.0
19406,-120.97,37.69,14.0,5514.0,909.0,2819.0,970.0,3.8598,INLAND,174400.0
19397,-120.83,37.79,16.0,893.0,164.0,548.0,155.0,3.6875,INLAND,121900.0
1131,-121.63,39.76,22.0,2598.0,482.0,1151.0,490.0,2.8182,INLAND,109700.0
11210,-117.92,33.82,10.0,1548.0,506.0,1535.0,424.0,4.5057,<1H OCEAN,152400.0
11137,-117.96,33.85,35.0,1175.0,191.0,568.0,186.0,4.125,<1H OCEAN,189200.0
3659,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,<1H OCEAN,181300.0
3326,-122.77,38.92,26.0,712.0,140.0,293.0,100.0,4.0119,INLAND,119400.0
9465,-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,<1H OCEAN,131600.0
18795,-122.34,41.06,33.0,2149.0,498.0,631.0,273.0,1.8816,INLAND,65800.0
2663,-123.75,40.11,35.0,2052.0,477.0,900.0,402.0,1.9625,<1H OCEAN,101500.0
19792,-123.28,40.77,25.0,767.0,206.0,301.0,121.0,1.625,INLAND,79200.0
5378,-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,<1H OCEAN,232500.0
10012,-121.08,39.18,19.0,2323.0,397.0,963.0,379.0,3.7426,INLAND,162700.0
9554,-120.64,37.38,19.0,2256.0,449.0,1469.0,435.0,2.5129,INLAND,84600.0
17646,-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,<1H OCEAN,261100.0
5533,-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.6179999999999986,<1H OCEAN,365900.0
11673,-118.03,33.84,30.0,4781.0,831.0,2568.0,797.0,5.4746,<1H OCEAN,226400.0
4,-122.25,37.85,52.0,1627.0,280.0,565.0,259.0,3.8462,NEAR BAY,342200.0
4152,-118.21,34.12,52.0,1301.0,389.0,1189.0,361.0,2.5139,<1H OCEAN,190000.0
